Generation Number,Lineage 0 (Wx - fitness points),Lineage 1 (Wx - fitness points),Lineage 2 (Wx - fitness points),Lineage 3 (Wx - fitness points),Lineage 4 (Wx - fitness points),Lineage 5 (Wx - fitness points),Lineage 6 (Wx - fitness points),Lineage 7 (Wx - fitness points)
274,122222223444447369790000000,11111125111113250550000000,11111113333337001200000000,11111112222228478590000000,11111127888891790350000000,138666676163570000000,26555575282650000000,4777783810690000000
275,122222223444447369790000000,11111125111113249100000000,11111113333337000960000000,11111112222228467730000000,11111127888891790350000000,138666676163400000000,26555575270460000000,4777783809320000000
276,122222223444447369790000000,11111125111113246930000000,11111113333337000960000000,11111112222228467090000000,11111127888891790350000000,138666676164820000000,26555575257950000000,4666672676090000000
277,122222223444447369790000000,11111125111113235040000000,11111113333336999500000000,11111112222228465410000000,11111127888891790350000000,138666676152620000000,26555575257950000000,4666672676090000000
278,122222223444447369790000000,11111125111113235040000000,11111113333336999500000000,11111112222228342930000000,11111127888891790350000000,138666676152620000000,25333353035630000000,4666672664880000000
279,122222223444447369790000000,11111125000002123850000000,11111113333336999290000000,11111112222228342930000000,11111127888891790350000000,138666676151400000000,25333353035630000000,4666672664880000000
280,122222223444447369790000000,11111125000002111550000000,11111113333336999250000000,11111112222228340710000000,11111127888891790160000000,138666676151400000000,25333353033430000000,4666672664880000000
281,122222223444447368930000000,11111125000002111550000000,11111113333336999250000000,11111112222228340710000000,11111127888891790070000000,138666676151390000000,25333352996870000000,4666672664850000000
282,122222223444447366570000000,11111125000001986030000000,11111113333336989330000000,11111112222228340710000000,11111127888891790070000000,138666676149200000000,25333352996870000000,4666672665060000000
283,122222223444447355250000000,11111125000001986030000000,11111113333336989330000000,11111112222228340710000000,11111127888891777560000000,138666676148770000000,25333352983420000000,4666672663770000000
284,122222223444447355240000000,11111125000001985630000000,11111113333336989330000000,11111112222228338350000000,11111127888891777560000000,138666676148770000000,25333352983420000000,4666672663770000000
285,122222223444447355240000000,11111125000001981710000000,11111113333336989330000000,11111112222228336910000000,11111127888891777560000000,138666676148770000000,25333352981290000000,4666672649120000000
286,122222223444447359530000000,11111125000001980410000000,11111113333336988150000000,11111112222228324510000000,11111127888891777650000000,138666676148770000000,25333352980070000000,4666672646940000000
287,122222223444447346250000000,11111125000001979790000000,11111113333336987950000000,11111112222228324510000000,11111127888891776480000000,138666676148770000000,25333352980070000000,4666672646940000000
288,122222223444447346250000000,11111125000001978570000000,11111113333336987950000000,11111112222228324510000000,11111127888891774970000000,138666676147580000000,25333352978750000000,4555561547920000000
289,122222223444447344950000000,11111125000001978570000000,11111113333336987950000000,11111112222228324510000000,11111127888891774970000000,138666676147400000000,25333352978750000000,4555561547920000000
290,122222223444447344950000000,11111125000001978570000000,11111113333335753540000000,11111112222228323390000000,11111127888891774600000000,138666676147400000000,25333352978750000000,4555561423690000000
291,122222223444447344950000000,11111125000001978570000000,11111113333335753540000000,11111112222228323390000000,11111127888891774600000000,138666676146120000000,25333352977570000000,4555561423690000000
292,122222223444447343470000000,11111125000001976190000000,11111113333335753540000000,11111112222228323390000000,11111127888890526270000000,138666676146120000000,25333352977570000000,4555560190600000000
293,122222223444447341820000000,11111125000001976190000000,11111113333335753540000000,11111112222228323390000000,11111127888890515640000000,138666676146120000000,25333352977570000000,4555560190600000000
294,122222223444447331330000000,11111112666668642960000000,11111113333335754100000000,11111112222228323390000000,11111127888890515640000000,138666676146120000000,25333352963370000000,4555560177280000000
295,122222223444447330150000000,11111112666668642960000000,11111113333335753140000000,11111112222228323390000000,11111127888890515640000000,138666676146120000000,25333352962040000000,4555560177280000000
296,122222223444447329650000000,11111112666668521070000000,11111113333335753140000000,11111112222228311050000000,11111127888890515640000000,138666676146010000000,25333352962040000000,4555560167460000000
297,122222223444447329650000000,11111112666668519770000000,11111113333335752910000000,11111112222228310700000000,11111127888890504520000000,138666676133810000000,25333352961160000000,4555560152350000000
298,122222223444447329690000000,11111112666668520210000000,11111113333335643010000000,11111112222228311790000000,11111127888890502160000000,138666676120720000000,25333352961360000000,4555560152100000000
299,122222223333336219750000000,11111112666668518700000000,11111113333335643010000000,11111112222228300870000000,11111127888890502040000000,138666676120720000000,25333352947540000000,4555560151950000000
300,122222223333336219750000000,11111112666668506490000000,11111113333335532100000000,11111112222228285330000000,11111127888890503260000000,138666676120720000000,25333352939060000000,4555560151950000000
301,122222223333336218550000000,11111112666668506100000000,11111113333335532100000000,11111112222228256940000000,11111127888890501860000000,138666676120720000000,25333352937970000000,4555560151930000000
302,122222223333336217560000000,11111112666668506100000000,11111113333335522660000000,11111112222228257370000000,11111127888890501720000000,138666676120720000000,25333352938080000000,4555560150250000000
303,122222223333336205160000000,11111112666668504760000000,11111113333335522610000000,11111112222228256400000000,11111127888890500390000000,138666676119050000000,25333352913490000000,4555560150160000000
304,122222223222225095270000000,11111112666668504760000000,11111113333335522550000000,11111112222228244060000000,11111127888890488630000000,138666676115630000000,25333352913570000000,4555560150160000000
305,122222223222225095270000000,11111112666668504760000000,11111113333335522550000000,11111112222228244060000000,11111127888890488630000000,138666676115620000000,25333352912440000000,4444449039500000000
306,122222223222225095270000000,11111112666668504760000000,11111113333335522550000000,11111112222228244060000000,11111127888890499620000000,138666676115620000000,25333352912440000000,4444449039500000000
307,122222223222225094470000000,11111112666668504760000000,11111113333335522550000000,11111112222228243950000000,11111127888890486570000000,138666676115620000000,25333352900470000000,3222226804730000000
308,122222223222225094470000000,11111112666668503860000000,11111113333335522550000000,11111112222228243950000000,11111127888890485290000000,138666676113120000000,25333352899500000000,3222226804730000000
309,122222223222225094470000000,11111112666668503860000000,11111113333335521410000000,11111112222228242820000000,11111127888890485290000000,138666676113120000000,25333352899380000000,3222226792260000000
310,122222223222225093160000000,11111112666668503860000000,11111113333335521410000000,11111112222228242820000000,11111127888890484400000000,138666676112220000000,25333352889670000000,3222226792260000000
311,122222223222225092940000000,11111112666668503860000000,11111113333335521410000000,11111112222228240520000000,11111127888890484400000000,138666676112220000000,25333352889580000000,3222226792260000000
312,122222223222225077500000000,11111112666668503850000000,11111113333335521410000000,11111112222228240520000000,11111127888890484400000000,138666676112220000000,25333352888390000000,3222226792260000000
313,122222223222225077500000000,11111112666668502320000000,11111113333335521410000000,11111112222228240520000000,11111127888890484170000000,138666676109910000000,25333352888390000000,3222226792260000000
314,122222223222225079340000000,11111112666668502320000000,11111113333335519950000000,11111112222228240520000000,11111127888890471770000000,138666676107890000000,25333352890890000000,3222226792260000000
315,122222223222225076820000000,11111112666668501160000000,11111113333335519950000000,11111112222228240520000000,11111115666668249170000000,138666676107890000000,13000019561170000000,3222226792130000000
316,122222223222225079020000000,11111112666668501160000000,11111113333335519950000000,11111112222228240520000000,11111115666668249170000000,138666676107890000000,13000019561170000000,3222226790080000000
317,122222223222225076370000000,11111112666668501160000000,11111113333335519950000000,11111112222228240220000000,11111115666668247420000000,138666676107890000000,13000019426750000000,3222226790080000000
318,122222223222225076370000000,11111112666668501160000000,11111113333335518770000000,11111112222228237690000000,11111115666668246800000000,138666676107830000000,13000019426750000000,3222226787080000000
319,122222223222225076370000000,11111112666668499700000000,11111113333335518770000000,11111112222228237690000000,11111115666668245780000000,138666674872060000000,13000019426750000000,3222226787080000000
320,122222223222225062850000000,11111112666668498320000000,11111113333335519470000000,11111112222228236460000000,11111115666668232210000000,138666674870820000000,13000019414690000000,3222226787080000000
321,122222223222225062850000000,11111112666668497780000000,11111113222224410720000000,11111112222228236450000000,11111115666668232210000000,138666674869570000000,13000019402330000000,3222226785990000000
322,122222223222225050450000000,11111112666668497780000000,11111113222224410720000000,11111112222228236450000000,11111115666668232030000000,138666674869570000000,13000019402390000000,3222226773900000000
323,122222223222225048010000000,11111112666668497780000000,11111113222224401990000000,11111112222228236220000000,11111115666668230060000000,138666674868470000000,13000019379050000000,3222226773900000000
324,122222223222225048010000000,11111112666668497780000000,11111113222224400970000000,11111112222228236220000000,11111115666668228700000000,138666674868470000000,13000019379050000000,3222226773790000000
325,122222223222225048010000000,11111112666668497780000000,11111113222224400970000000,11111112222228223050000000,11111115666668228580000000,138666674867930000000,13000019369170000000,3222226771070000000
326,122222223222225048010000000,11111111555557387930000000,11111113222224400680000000,11111112222228223050000000,11111115666668228580000000,138666674867840000000,13000019368660000000,3222226771390000000
327,122222223222225046970000000,11111111555557387930000000,11111113222224398970000000,11111112222228221920000000,11111115666668226870000000,138666674867840000000,13000019368660000000,3222226760080000000
328,122222223222225044650000000,11111111555557387930000000,11111113222224398970000000,11111112222228221920000000,11111115666668210960000000,138666674867840000000,13000019368660000000,3222226756450000000
329,122222223222225044650000000,11111111555557387930000000,11111113222224396450000000,11111112222228220890000000,11111115666668210960000000,138666674867840000000,13000019359460000000,3222226756450000000
330,122222223222225035950000000,11111111555557389040000000,11111113222224395350000000,11111112222228221690000000,11111115666668198210000000,138666674866660000000,13000019361560000000,3222226754360000000
331,122222223222225035950000000,11111111555557386540000000,11111113222224395350000000,11111112222228209570000000,11111115666668198210000000,138666673618310000000,13000018129640000000,3222226754360000000
332,122222223222225036170000000,11111111555557386660000000,11111113222224380620000000,11111112222228209570000000,11111115666668198210000000,138666673617040000000,12888907019110000000,3222226750580000000
333,122222223222225034320000000,11111111555557385680000000,11111113222224377930000000,11111112222228207190000000,11111115666668197240000000,138666673616980000000,12888907019110000000,3222226750580000000
334,122222223222225034320000000,11111111555557385680000000,11111113222224376730000000,11111112222228207190000000,11111115666668195720000000,138666672529290000000,12888907019110000000,3222226736830000000
335,122222223222225034320000000,11111111555557385680000000,11111113222224375630000000,11111112222228207190000000,11111115666668195720000000,138666672529290000000,12888907005630000000,3222226736830000000
336,122222223222225032150000000,11111111555557372990000000,11111113222224377980000000,11111112222228207110000000,11111115666668194910000000,138666672527090000000,12888906995050000000,3222226736830000000
337,122222223222225031760000000,11111111555557372990000000,11111113222224366080000000,11111112222228207110000000,11111115666668194910000000,138666672526210000000,12888906994850000000,3222226725560000000
338,122222223222225031680000000,11111111555557372860000000,11111113222224364660000000,11111112222228207100000000,11111115666668196260000000,138666672514080000000,12888906992850000000,3222226725560000000
339,122222223111113932880000000,11111111555557372860000000,11111113222224363670000000,11111112222228206130000000,11111115666668194150000000,138666672514080000000,12888906991960000000,3222226725560000000
340,122222223111113920580000000,11111111555557372860000000,11111113222224360660000000,11111112222228204930000000,11111115666668194150000000,138666672514080000000,12888906991650000000,3222226726640000000
341,122222223111113920580000000,11111111555557371630000000,11111113222224360530000000,11111112222228204930000000,11111115666668194150000000,138666672514080000000,12888906991650000000,3222226724460000000
342,122222223111113918980000000,11111111555557371710000000,11111113222224360330000000,11111112222228204930000000,11111115666668194150000000,138666672514080000000,12888906981170000000,3222226619360000000
343,122222223111113918980000000,11111111555557371410000000,11111113222224360130000000,11111112222228204930000000,11111115666668194150000000,138666672513940000000,12888906981140000000,3222226619360000000
344,122222223111113918980000000,11111111555557371110000000,11111113222224360130000000,11111112222227105950000000,11111115666668194150000000,138666672513940000000,12888906981140000000,3222226619370000000
345,122222223111113918980000000,11111111555557358790000000,11111113222224358690000000,11111112222227105950000000,11111115666668194150000000,138666672513940000000,12888906981140000000,3222226619160000000
346,122222223111113919160000000,11111111555557358760000000,11111113222224358690000000,11111112222227103960000000,11111115666668194790000000,138666672513960000000,12888906981340000000,3222226619160000000
347,122222223111113907980000000,11111111555557358760000000,11111113222224358690000000,11111112222227103960000000,11111115666668185080000000,138666672513770000000,12888906980200000000,3222226606880000000
348,122222223111113907020000000,11111111555557358760000000,11111113222224358690000000,11111112222227103120000000,11111115666668183990000000,138666672513770000000,12888906979280000000,3222226606650000000
349,122222223111113906830000000,11111111555557357850000000,11111113222224356510000000,11111112222227103120000000,11111115666668182960000000,138666672513770000000,12888906979280000000,3222226606650000000
350,122222223111113905420000000,11111111555557345470000000,11111113222224357620000000,11111112222227103120000000,11111115666668182960000000,138666672513770000000,12888906978910000000,3222226606650000000
351,122222223111113904110000000,11111111555557344670000000,11111113222224356430000000,11111112222225868300000000,11111115666668181550000000,138666672503670000000,12888906978910000000,3222226606650000000
352,122222223111113904110000000,11111111555557221040000000,11111113222224356420000000,11111112222225868090000000,11111115666668181550000000,138666672493840000000,12888906754240000000,3222226606650000000
353,122222223111113904110000000,11111111555557221040000000,11111113222224346660000000,11111112222225867860000000,11111115666668181550000000,138666672493840000000,12888906754240000000,3222226606650000000
354,122222223111113902570000000,11111111555557208490000000,11111113222224346660000000,11111112222225863440000000,11111115666668180220000000,138666672492740000000,12888906754140000000,3222227840030000000
355,122222223111113902570000000,11111111555557208490000000,11111113222224344110000000,11111112222225863440000000,11111115666668180220000000,138666672492740000000,12888906754140000000,3111116728600000000
356,122222223111113901620000000,11111111555557205080000000,11111113222224344110000000,11111112222225863440000000,11111115666668181410000000,138666671382470000000,12888906754140000000,3111116728600000000
357,122222223111113901620000000,11111111555557204880000000,11111113222224341590000000,11111112222225863440000000,11111115666668167290000000,138666671378810000000,12888906753180000000,3000005617140000000
358,122222223111113901620000000,11111111555557203590000000,11111113222224352780000000,11111112222225862150000000,11111115666668167290000000,138666671375730000000,12777795668250000000,3000005615890000000
359,122222223111113900370000000,444446092390000000,11111113222224230580000000,11111112222225850960000000,11111115666668167290000000,138666671375730000000,12777795668250000000,3000005615890000000
360,122222223111113900370000000,444446079870000000,11111113222224230550000000,11111112222225850960000000,11111115666668167130000000,138666671375730000000,12777795667580000000,3000005615660000000
361,122222223111113900370000000,444446079570000000,11111113222224230030000000,11111112222225849710000000,11111115666668167130000000,138666671375730000000,12777795667580000000,3000005603290000000
362,122222223111113900370000000,444446068650000000,11111113222224230030000000,11111112222225837320000000,11111115666668167130000000,138666671375730000000,12777795667580000000,3000005602400000000
363,122222223111113899160000000,444446068640000000,11111113222224228580000000,11111112222225836620000000,11111115666668167130000000,138666671374300000000,12777795667580000000,3000005601830000000
364,122222223111113884330000000,444446068640000000,11111113222224227300000000,11111112222225836620000000,11111115666668167320000000,138666671374400000000,12777795667370000000,3000005601830000000
365,122222223111113884330000000,444446068640000000,11111113222224227300000000,11111112222225836620000000,11111115666668167000000000,138666671373130000000,12777795667370000000,3000005589520000000
366,122222223111113884790000000,444446067610000000,11111113222224226400000000,11111112222225826800000000,11111115666668167000000000,138666671373130000000,12777795641650000000,3000005578510000000
367,122222223111113883630000000,444446067610000000,11111113222224226400000000,11111112222225815940000000,11111115666668167000000000,138666671371820000000,12777795641570000000,3000005578510000000
368,122222223111113859240000000,444446065000000000,11111113222224226400000000,11111112222225815940000000,11111115555557056830000000,138666671371820000000,12777795641570000000,3000005578600000000
369,122222223111113749230000000,444446064760000000,11111113222224224810000000,11111112222225814520000000,11111115555557056830000000,138666671371040000000,12777795641570000000,3000005578290000000
370,122222223111113748910000000,444446064760000000,11111113222224223620000000,1111114703710000000,11111115555557055670000000,138666671371040000000,12777795628240000000,3000005578290000000
371,122222223111113748910000000,444445943790000000,11111113222224223460000000,1111114703700000000,11111115555557055670000000,138666671357540000000,12777795628090000000,3000005578290000000
372,122222223111113744220000000,444445930530000000,11111113222224208310000000,1111114703620000000,11111115555557055670000000,138666671234230000000,12777795628090000000,3000005579270000000
373,122222223111113744220000000,444445930530000000,11111113222224208310000000,1111114703620000000,11111115555557055670000000,138666671234230000000,12777795628090000000,3000005578200000000
374,122222223111113744220000000,444445930530000000,11111113222224208310000000,1111114703620000000,11111115555557055670000000,138666671234230000000,12777795628040000000,3000005578200000000
375,122222223111113744220000000,444445930050000000,11111113222224200240000000,1111114703620000000,11111115555557055670000000,138666671234230000000,12777795628040000000,3000005578200000000
376,122222223111113742780000000,444445928610000000,11111113222224189160000000,1111114703520000000,11111115555557052060000000,138666671234230000000,12777795639440000000,3000005574480000000
377,122222223111113742780000000,444445916200000000,11111113222224189160000000,1111114703520000000,11111115555557052060000000,138666671234230000000,12777795624800000000,3000005573180000000
378,122222223111113742780000000,444445903580000000,11111113222224185650000000,1111114703520000000,11111115555557052060000000,138666671234230000000,12777795622780000000,3000005573180000000
379,122222223111113631710000000,444445902080000000,11111113222224185510000000,1111114702510000000,11111115555557052060000000,138666671121790000000,12777795622780000000,3000005572750000000
380,122222223111113630690000000,444445902080000000,11111113222224185510000000,1111114702510000000,11111115555557052060000000,138666671121790000000,12777795622780000000,3000005560730000000
381,122222223111113630690000000,444445902070000000,11111113222224173000000000,1111114700190000000,11111115555557052060000000,138666671121790000000,12777795622780000000,3000005560730000000
382,122222223111113630700000000,444445900830000000,11111113222224171960000000,1111114700190000000,11111115555557051780000000,138666671121710000000,12777795613020000000,3000005560730000000
383,122222223111113629380000000,444445889850000000,11111113222224171960000000,1111114690810000000,11111115555557038260000000,138666671121710000000,12777795613020000000,3000005544650000000
384,122222223111113627990000000,444445889850000000,11111113222224171960000000,1111114690890000000,11111115555557037080000000,138666671121710000000,12777795612900000000,3000005544520000000
385,122222223111113627990000000,444445889820000000,11111113222224171750000000,1111114690810000000,11111115555557036770000000,138666671119530000000,12777795612900000000,3000005544520000000
386,122222223111113628210000000,444445881460000000,11111113222224171750000000,1111114689730000000,11111115555557035250000000,138666671119510000000,12777795616000000000,3000005544520000000
387,122222223000002518240000000,444445881460000000,11111113222224171750000000,1111114689560000000,11111115555557033140000000,138666671119510000000,12777783270350000000,3000005543650000000
388,122222223000002519560000000,444445886180000000,11111113222224171750000000,1111114689560000000,11111115555557033400000000,138666671119510000000,12777783270350000000,3000005543840000000
389,122222223000002517250000000,444445763890000000,11111113222224171750000000,1111114686010000000,11111115555557032280000000,138666671117100000000,12777783270350000000,3000005541340000000
390,122222223000002517250000000,444445749010000000,11111113222224171750000000,1111114685850000000,11111115555557032280000000,138666671117100000000,12777783268010000000,3000005541340000000
391,122222223000002516170000000,444445749010000000,11111113222224171750000000,1111114685750000000,11111115555557031320000000,138666671116230000000,12777783268010000000,3000005541180000000
392,122222223000002515190000000,444445749010000000,11111113222224171750000000,1111114686020000000,11111115555556907030000000,138666671113600000000,12777783258540000000,3000005541180000000
393,122222223000002514610000000,444445748000000000,11111113222224171750000000,1111114684580000000,11111115555556895210000000,138666671112570000000,12777783258540000000,3000005540270000000
394,122222223000002514610000000,444445748000000000,11111113222224171750000000,1111114684580000000,11111115555556896520000000,138666671100060000000,12777783258240000000,3000005539350000000
395,122222223000002513390000000,444445748000000000,11111113222224170560000000,1111114684580000000,11111115555556885300000000,138666671098840000000,12777783256920000000,3000005537990000000
396,122222223000002513390000000,444445745620000000,11111113222224158160000000,1111114685890000000,11111115555556885300000000,138666671096450000000,12777783256920000000,3000005534120000000
397,122222223000002488220000000,444445745620000000,11111113222224158160000000,1111114673870000000,11111115555556884210000000,138666671096450000000,12777783256920000000,3000005534120000000
398,122222223000002488220000000,444445745620000000,11111113222224157760000000,1111114673870000000,11111115555556884210000000,138666671095250000000,12777783255730000000,3000005532600000000
399,122222223000002488220000000,444445745470000000,11111113222224157760000000,1111114673870000000,11111115555556871010000000,138666671095140000000,12777783255730000000,3000005531830000000
400,122222223000002488540000000,444445745470000000,11111113222224156760000000,1111114673870000000,11111115555556868760000000,138666671095140000000,12777783255610000000,3000005408220000000
401,122222223000002487440000000,444445745470000000,11111113222224156760000000,1111114670970000000,11111115555556868760000000,138666671093960000000,12777783243680000000,3000005408200000000
402,122222223000002485420000000,444445745470000000,11111113222224156760000000,1111114670970000000,11111115555556868640000000,138666671095690000000,12777783231300000000,3000005396690000000
403,122222223000002485420000000,444445623080000000,11111113222224156240000000,1111114670970000000,11111115555556868410000000,138666669865960000000,12777783231300000000,3000005396690000000
404,122222223000002484000000000,444445623080000000,11111113222224157340000000,1111114668560000000,11111115555556870030000000,138666669865960000000,12777783231300000000,3000005396690000000
405,122222223000002484000000000,444445612110000000,11111113222224155130000000,1111114545210000000,11111115555556866450000000,138666669865960000000,12777783228560000000,3000005396690000000
406,122222223000002484000000000,444445612000000000,11111113222224155130000000,1111114545200000000,11111115555556866450000000,138666669865960000000,12777783227480000000,3000005394260000000
407,122222223000002484000000000,444445600410000000,11111113222224147230000000,1111114545200000000,11111115555556866450000000,138666669865960000000,12777783227480000000,3000005394260000000
408,122222223000002484000000000,444445599790000000,11111113222224147230000000,1111114545520000000,11111115555556864840000000,138666669852590000000,12777783225170000000,3000005394260000000
409,122222223000002473210000000,444445598540000000,11111113222224147230000000,1111114533250000000,11111115555556854030000000,138666669852590000000,12777783223190000000,3000005394260000000
410,122222223000002473210000000,444445598540000000,11111113222224147230000000,1111114533250000000,11111115555556854030000000,138666669852410000000,12777783223260000000,3000005394260000000
411,122222223000002472880000000,444445587450000000,11111113222224147230000000,1111114509250000000,11111115555556854030000000,138666669852410000000,12777783220640000000,3000005383030000000
412,122222223000002472880000000,444445587450000000,11111113222224146050000000,1111114509250000000,11111115555556854030000000,138666669852410000000,12777783220540000000,3000005383030000000
413,122222223000002472880000000,444445587450000000,11111113222224146050000000,1111114509250000000,11111115555556854030000000,138666669851590000000,12777783218350000000,3000005383030000000
414,122222223000002471280000000,444445587450000000,11111113222224142390000000,1111114509250000000,11111115555556854030000000,138666669851360000000,12777783218350000000,3000005383030000000
415,122222223000002471280000000,444445587450000000,11111113222224142390000000,1111114509250000000,11111115555556851160000000,138666669850270000000,12777783218350000000,3000005382450000000
416,122222223000002470900000000,444445587450000000,11111113222224142390000000,1111114509250000000,11111115555556963440000000,138666669850270000000,12777783218350000000,3000005381040000000
417,122222223000002470120000000,444445576560000000,11111113222224131590000000,1111114509250000000,11111115444445851320000000,138666669837670000000,12777783216180000000,3000005381040000000
418,122222223000002470110000000,444445576560000000,11111113222224131590000000,1111114508920000000,11111115444445853740000000,138666669837670000000,12777783214890000000,3000005367450000000
419,122222223000002469080000000,444445576560000000,11111113222224130810000000,1111114508920000000,11111115444445840010000000,138666669837670000000,12777783202590000000,3000005367450000000
420,122222223000002467660000000,444445576560000000,11111113222224130810000000,1111114496810000000,11111115444445840010000000,138666669837670000000,12777783200310000000,3000004122250000000
421,122222223000002467480000000,444445576560000000,11111113222224130810000000,1111114496810000000,11111115444445840010000000,138666669837670000000,12777783200310000000,3000004122140000000
422,122222223000002456290000000,444445574010000000,11111113222224130810000000,1111114482060000000,11111115444445839760000000,138666669825600000000,12777783200730000000,3000004122140000000
423,122222223000002456290000000,444445572700000000,11111113222224129300000000,1111114482060000000,11111115444445839560000000,138666669825600000000,12777783199820000000,3000004094700000000
424,122222223000002456210000000,444445572630000000,11111113222224117790000000,1111114482060000000,11111115444445836900000000,138666669824370000000,12777783202210000000,3000004094700000000
425,122222223000002456210000000,444445571740000000,11111113222224117790000000,1111114481870000000,11111115444445836900000000,138666669824370000000,12777783105170000000,3000004094700000000
426,122222223000002456210000000,444445571440000000,11111113222224106870000000,1111114481870000000,11111115444445836900000000,138666669824360000000,12777783102690000000,3000004094700000000
427,122222223000002454700000000,444445571440000000,11111113222224106870000000,1111114481870000000,11111115444445836790000000,138666669798630000000,12777783102360000000,3000004093170000000
428,122222223000002452840000000,444445569960000000,11111113222224106870000000,1111114481780000000,11111115444445713130000000,138666669798630000000,12777783102360000000,3000004093170000000
429,122222223000002452840000000,444445569960000000,11111113222223998090000000,1111114481780000000,11111115444445713040000000,138666669798480000000,12777783102360000000,3000004093160000000
430,122222223000002452760000000,444445569960000000,11111113222223998090000000,1111114469980000000,11111115444445713040000000,138666669798480000000,12777783016870000000,3000004091860000000
431,122222223000002451660000000,444445557640000000,11111113222223997340000000,1111114469980000000,11111115444445712630000000,138666669798480000000,12777783016870000000,3000004091860000000
432,122222223000002451660000000,444445557640000000,11111113222223997340000000,1111114468270000000,11111115444445716750000000,138666669787380000000,12777783003770000000,3000004091860000000
433,122222223000002449900000000,444445557640000000,11111113222223997330000000,1111114468210000000,11111115444445705660000000,138666669787380000000,12777783003770000000,3000004091630000000
434,122222223000002449900000000,444445557640000000,11111113222223985230000000,1111114454480000000,11111115333334594640000000,138666669784800000000,12777783004010000000,3000004090300000000
435,122222223000002449900000000,444445557640000000,11111113222223985230000000,1111114454480000000,11111115333334594640000000,138666669784490000000,12777783003600000000,3000004090300000000
436,122222223000002449900000000,444445558630000000,11111113222223983920000000,1111114454480000000,11111115333334594640000000,138666669784490000000,12777783003600000000,3000004089780000000
437,122222223000002449900000000,444445557510000000,11111113222223983810000000,1111114452900000000,11111115333334593930000000,138666669784490000000,12777783003360000000,3000004089780000000
438,122222223000002449900000000,444445557510000000,11111113222223984120000000,1111114454010000000,11111115333334595320000000,138666669782290000000,12777782880930000000,3000004088650000000
439,122222223000002449900000000,444445557390000000,11111113222223971610000000,1111114441580000000,11111115333334593880000000,138666669782290000000,12777782878520000000,3000004088650000000
440,122222223000002449900000000,444445557870000000,11111113222223971560000000,1111114440500000000,11111115333334592660000000,138666669771100000000,12777782877220000000,3000004088650000000
441,122222223000002449890000000,444445545260000000,11111113222223971560000000,1111114440500000000,11111115333334592660000000,138666669771100000000,12777782877220000000,3000003966540000000
442,122222223000002329290000000,444445545150000000,11111113222223971250000000,1111114440500000000,11111115333334591100000000,138666669770280000000,12777782875010000000,3000002744150000000
443,122222223000002329290000000,444445542750000000,11111113222223971230000000,1111114440500000000,11111115333334591100000000,138666669770280000000,12777782875010000000,3000002744150000000
444,122222223000002329180000000,444445541950000000,11111113222223958630000000,1111114440500000000,11111115333334591100000000,138666669768120000000,12777782850710000000,3000002746000000000
445,122222223000002329180000000,444445541950000000,11111113222223836540000000,1111114440500000000,11111115333334591100000000,138666669768120000000,12777782850710000000,3000002610270000000
446,122222223000002329180000000,444445541950000000,11111113222223836540000000,1111114440460000000,11111115333334589820000000,138666669767580000000,12777782849510000000,3000002610270000000
447,122222223000002329180000000,444445541950000000,11111113222223836520000000,1111114440360000000,11111115333334589820000000,138666669767580000000,12777782727110000000,3000002609830000000
448,122222223000002320230000000,444445541950000000,11111113222223836520000000,1111114440360000000,11111115333334588520000000,138666669755370000000,12777782724740000000,3000002609830000000
449,122222223000002318890000000,444445541880000000,11111113222223836520000000,1111114439250000000,11111115333334588440000000,138666669743340000000,12777782723890000000,3000002609630000000
450,122222223000002318890000000,444445541880000000,11111113222223836520000000,1000003329470000000,11111115333334588240000000,138666669744460000000,12777782723890000000,3000002607620000000
451,122222223000002318890000000,444445541770000000,11111113222223836210000000,1000003329420000000,11111115333334588240000000,138666669743260000000,12777782723890000000,3000002607620000000
452,122222223000002318890000000,444445541770000000,11111113222223836210000000,1000003218430000000,11111115333334588230000000,138666669744340000000,12777782604100000000,3000002607620000000
453,122222223000002317770000000,444445541770000000,11111113222223836210000000,1000003218430000000,11111115333334588230000000,138666669739530000000,12777782604100000000,2888891498010000000
454,122222223000002317770000000,444445540850000000,11111113222223836190000000,1000003218430000000,11111115333334586930000000,138666669739510000000,12777782604030000000,2888891497170000000
455,122222223000002317770000000,444445537340000000,11111113222223836190000000,1000003218430000000,11111115333334586690000000,138666669738210000000,12777782601220000000,2888891497170000000
456,122222223000002208990000000,444445537340000000,11111113222223836190000000,1000003217250000000,11111115333334586690000000,138666669738210000000,12777782600810000000,2888891495910000000
457,122222223000002208990000000,444445537340000000,11111113222223836190000000,1000003217250000000,11111115333334585650000000,138666669738210000000,12777782600810000000,2888891495910000000
458,122222223000002208990000000,444445537340000000,11111113222223837500000000,1000003217350000000,11111115333334585600000000,138666669736090000000,12777782600580000000,2888891494790000000
459,122222223000002208990000000,444445537340000000,11111113222223822740000000,1000003217150000000,11111115333334584670000000,138666669736090000000,12777782600580000000,2888891494790000000
460,122222223000002208990000000,444445525250000000,11111113222223822740000000,1000003215120000000,11111115333334584360000000,138666669736090000000,12777782600580000000,2888891472600000000
461,122222223000002208990000000,444445525250000000,11111113222223822740000000,1000003215120000000,11111115333334584360000000,138666669736010000000,12777782575250000000,2888891472490000000
